1bcf332e AUTORUN.INF
3740aa55 Heroes2/ANIM/SGOOD01V.SMK
8044021b Heroes2/ANIM/SGOOD02.SMK
a2ac7377 Heroes2/ANIM/SGOOD03.SMK
10c1ea07 Heroes2/ANIM/SGOOD04.SMK
755bdf5e Heroes2/ANIM/SGOOD05.SMK
6284884b Heroes2/ANIM/SGOOD05V.SMK
af4356ad Heroes2/ANIM/SGOOD06.SMK
5ca995dc Heroes2/ANIM/SGOOD07.SMK
84a6aa03 Heroes2/ANIM/SGOOD09.SMK
8328ad70 Heroes2/ANIM/SGOOD10.SMK
b2c1947b Heroes2/ANIM/SGOOD6AV.SMK
56bfc2b5 Heroes2/ANIM/SGOOD6BV.SMK
63c6ad2e Heroes2/ANIM/SH2XINTR.SMK
10956a08 Heroes2/ANIM/SINTRO.SMK
cbedc7e5 Heroes2/ANIM/SLIBRARY.SMK
97c79b09 Heroes2/ANIM/SLOSE.SMK
c4a12702 Heroes2/ANIM/SMM6.SMK
b89517ae Heroes2/ANIM/SNWCLOGO.SMK
fdf169c3 Heroes2/ANIM/SPOL1.SMK
e44af7ea Heroes2/ANIM/SPOL2.SMK
598eba96 Heroes2/ANIM/SPOL3.SMK
2509c3d7 Heroes2/ANIM/SPOL4.SMK
bad599cf Heroes2/ANIM/SPOL5.SMK
24f8bc6a Heroes2/ANIM/SPOL6.SMK
b44daff1 Heroes2/ANIM/SPOL7.SMK
cd11eb55 Heroes2/ANIM/SPOL8.SMK
1f4e607b Heroes2/ANIM/SPRISON.SMK
bae71438 Heroes2/ANIM/SVOY21.SMK
e689ec15 Heroes2/ANIM/SVOY22.SMK
8f87d2fa Heroes2/ANIM/SVOY23.SMK
8ccfbba4 Heroes2/ANIM/SVOY24.SMK
5f084c8c Heroes2/ANIM/SVOY25.SMK
eb404672 Heroes2/ANIM/SWINS.SMK
3df3bbf1 Heroes2/ANIM/SWIZ16.SMK
1932c97b Heroes2/ANIM/SWIZ17.SMK
a58b16f4 Heroes2/ANIM/SWIZ18.SMK
064aaf63 Heroes2/ANIM/SWIZ19.SMK
1e554209 Heroes2/ANIM/SWIZ20.SMK
6c4fedf7 Heroes2/ANIM/VOY21.SMK
0cc0059c Heroes2/ANIM/VOY22.SMK
3ed8a3b5 Heroes2/ANIM/VOY23.SMK
093cfcae Heroes2/ANIM/VOY24.SMK
fb978e9d Heroes2/ANIM/VOY25.SMK
c100de90 Heroes2/ANIM/WIN.SMK
0e19c0da Heroes2/ANIM/WIZ16.SMK
ca078e32 Heroes2/ANIM/WIZ17.SMK
357e02d0 Heroes2/ANIM/WIZ18.SMK
79887cae Heroes2/ANIM/WIZ19.SMK
20cfed65 Heroes2/ANIM/WIZ20.SMK
bdf6f604 Readme.txt
1c8f457a SETUP.EXE
bdf6f604 Support/README.TXT
8bc07338 Support/SysInfo.exe
bbadf4f5 _AUTORUN/Autorun.bmp
931425ab _AUTORUN/AUTORUN.EXE
18192897 _AUTORUN/AUTORUN.ICO
1e25bc0f _AUTORUN/AUTORUN.INI
85b47fe8 _AUTORUN/AUTORUN.WAV
86a0a38f _AUTORUN/exit.bmp
ea762411 _AUTORUN/EXIT.WAV
aec972a4 _AUTORUN/HIGHLITE.WAV
fd8cff9f _AUTORUN/HOTCLIK.WAV
46e4159a _AUTORUN/install.bmp
a2c8d312 _AUTORUN/mapedit.bmp
3aa8faf0 _AUTORUN/more.bmp
ba2d1cb3 _AUTORUN/Play.bmp
16e4eb41 _AUTORUN/Support/3DO.BMP
c2de66ab _AUTORUN/Support/3DO.URL
4d1fb8bc _AUTORUN/Support/AUTORUN.BMP
ca27ec61 _AUTORUN/Support/AUTORUN.ICO
69cf8149 _AUTORUN/Support/AUTORUN.INI
1c8ccdf1 _AUTORUN/Support/AUTORUN.WAV
4d0b732b _AUTORUN/Support/BACK.BMP
b9159235 _AUTORUN/Support/BUTTON.WAV
b5472fe7 _AUTORUN/Support/DEFRAG.BMP
aec972a4 _AUTORUN/Support/HIGHLITE.WAV
27133717 _AUTORUN/Support/NEXT.BMP
68cd782d _AUTORUN/Support/NWC.BMP
847f1bd8 _AUTORUN/Support/NWC.URL
300a597e _AUTORUN/Support/SCANDISK.BMP
931425ab _AUTORUN/Support/SUPPORT.EXE
6bb29ba7 _AUTORUN/Support/SYSINFO.BMP
9a4fc53c _AUTORUN/Support/TM366.BMP
fd4a544b _AUTORUN/Support/TM366.URL
6486b666 _AUTORUN/Support/WWW3DO.BMP
99bd719f _AUTORUN/Support/WWW3DO.URL
c86d4306 _setup/DATA.TAG
c0fc007c _setup/data1.cab
c1073662 _setup/data1.hdr
8ef0daef _setup/lang.dat
eaee19bf _setup/layout.bin
2d71e76e _setup/os.dat
73edc657 _setup/SETUP.EXE
fdabbf20 _setup/SETUP.INI
34511a9c _setup/setup.ins
3637907d _setup/setup.lid
dc986f18 _setup/_INST32I.EX_
d4529492 _setup/_ISDEL.EXE
90f5976f _setup/_SETUP.DLL
435442d9 _setup/_sys1.cab
b864ca0b _setup/_sys1.hdr
0f95d02e _setup/_user1.cab
2dce8eff _setup/_user1.hdr
